"ID","EC_2","EC_3","EC_4","EC_5","ES_2","ES_3","ES_4","ES_5","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","foldChange","log10padj"
"WBGene00000932",2.37856303187706,2.20927653036682,0,2.60755617792986,40.6135422093754,29.3518010756632,31.0094063239387,7.2353951970931,14.4256925682805,3.9153937274178,0.932410588539446,17.1714373100314,3.4153315946562e-05,0.000445765478725927,15.0886698775703,3.35089356748285
"WBGene00000966",126.063840689484,87.2664229494895,124.138074250286,136.462106644996,291.850803318535,476.966767479526,158.805747537747,276.753866288811,209.788453644859,1.34378505312817,0.334782344893531,15.6481398756414,7.62875803700904e-05,0.000885550704002991,2.53816358333639,3.05278656734993
"WBGene00000981",152.228034040132,112.673103048708,110.344954889143,129.50862350385,285.239296447241,353.269891517803,267.808509161289,340.063574263376,218.891998358943,1.30566675018214,0.188438343140784,47.1977062135334,6.41755022091545e-12,3.88114821566432e-10,2.47197945045861,9.41103977183972
"WBGene00000993",448.359131508826,353.484244858692,381.28122805445,402.432836793842,955.834993392742,1520.00398427541,677.508544229086,1115.15528475197,731.757530983128,1.42865415447644,0.231663813716055,36.704329549681,1.37473782759464e-09,5.28706817432938e-08,2.69195474082927,7.27678508952979
"WBGene00001006",579.180098262065,490.459389741435,696.552527737717,460.668258100942,1650.04321487858,817.657315679188,1528.85769966813,815.790808472247,879.901164067538,1.11196182133714,0.265094026210405,17.1989952764893,3.36614335290111e-05,0.000440433868098416,2.16139360542804,3.35611929241893
"WBGene00001158",2.37856303187706,3.31391479555023,1.97044562302041,0,205.901213991717,28.3035224658181,269.687867120316,43.4123711825586,69.3709872763572,6.20481561514195,0.936260438365555,36.6062852807172,1.4456483899704e-09,5.53292240074418e-08,73.7624983142817,7.25704542072475
"WBGene00001160",2377.37375036112,2729.56115326821,2770.4465459667,2683.17530708983,5526.2752434199,8830.69900933523,5343.95435649211,7248.96156308765,4688.80586612759,1.35143172149974,0.162119115059863,67.1595419339363,2.50400419598328e-16,2.62754612485795e-14,2.5516522422258,13.5804496514765
"WBGene00001184",122.495996141669,122.614847435359,91.6257214704493,59.9737920923868,254.070764054,244.248916093911,153.167673660667,158.274269936412,150.808997610607,1.03340184835642,0.313603803340056,10.6710567126799,0.00108824930830661,0.00824250013867984,2.04684498839064,2.08394103687782
"WBGene00001391",57.0855127650495,102.731358662057,75.862156486286,70.4040168041063,1180.62622701673,877.40919644036,776.174837077982,648.472294539469,473.595699974005,3.50808770754607,0.245613324650981,177.215219170716,1.96551625977212e-40,1.35406978852562e-37,11.3773109386258,36.8683589516106
"WBGene00001395",1320.10248269177,1474.69208401985,1416.75040295168,1295.95542043114,6822.13059019346,4636.53629134494,4817.73412796466,2830.84837086268,3076.84372130752,1.79466805019273,0.218475270496427,63.6357391389732,1.49688700505039e-15,1.4202499757499e-13,3.4693563922993,12.8476352094661
"WBGene00001398",3269.33488731502,3090.77786598318,3417.73793312891,3601.03508172114,9486.56785932481,4992.95101869227,7494.87954059804,5417.50215382346,5096.34829257336,1.03375202969346,0.189317315446786,29.2118315140076,6.4881802165453e-08,1.72376173695526e-06,2.04734187365806,5.76352276372977
"WBGene00001439",250.93839986303,196.625611202647,286.69983814947,301.607331247221,763.156793143613,776.774449895229,787.450984832141,705.451031716578,508.588055006241,1.54654602772949,0.153521435279308,98.5372674000213,3.18965152913244e-23,6.92329157247993e-21,2.92116940924587,20.1596873778133
"WBGene00001441",506.633925789814,495.982581067352,543.842991953634,324.206151455946,1216.51726431804,1274.70678957166,943.437695431348,716.304124512217,752.703940512501,1.1505569820472,0.227579613689913,24.958970177485,5.85634190894935e-07,1.26161322498045e-05,2.21999585369963,4.89907376712214
"WBGene00001476",109.413899466345,196.625611202647,87.6848302244084,65.1889044482465,704.597732283583,813.464201239808,615.489731581208,353.629940257925,368.261856338021,2.44105501742162,0.362558180376805,41.2000371260791,1.37419932059295e-10,6.57830460265718e-09,5.43038700430665,8.18188602076057
"WBGene00001477",5.94640757969266,19.8834887733014,72.9064880517553,44.3284550248076,3793.11594215934,949.740420519672,1688.60312618539,756.098798096229,916.327890798774,5.64688038175519,0.811609288985703,32.9569524450494,9.42221942297308e-09,3.02216734325928e-07,50.1049204364592,6.51968149160456
"WBGene00001500",20.217785770955,19.8834887733014,10.8374509266123,16.5145224602225,95.3945991429516,685.574210838704,215.186486308545,476.631658608508,192.530025353725,4.45247397829688,0.551061045728977,52.1589629234276,5.11846918456435e-13,3.62063143881349e-11,21.8941567154185,10.441215681821
"WBGene00001523",117.738870077915,204.358079058931,170.443546391266,154.714999890505,360.799374976312,659.367245592576,502.728254039613,660.229811734746,353.797522720233,1.75319077807616,0.252935673385694,45.8392772443688,1.28363834148082e-11,7.34268935767638e-10,3.37103306480196,9.13414484481421
"WBGene00001564",1362.91661726556,2634.56226246244,3468.96951932744,2831.80600923183,28047.901149991,32922.2380207956,21884.1837538851,24782.1329744435,14741.8387884253,3.38542264960786,0.239277516885616,166.496363605376,4.30964324824592e-38,2.62639604878679e-35,10.449939245639,34.5806397836413
"WBGene00001577",104.656773402591,78.4293168280222,124.138074250286,119.947584184774,452.41597019281,237.959244434841,373.992233846291,235.150343905526,215.836192630643,1.60327385402752,0.285980018125849,30.2882214135865,3.72380362662221e-08,1.04988733921404e-06,3.03832006229341,5.97885730148506
"WBGene00001591",118.928151593853,122.614847435359,201.970676359592,150.369072927289,777.324307867813,520.994469093021,288.481446710582,254.143256297895,304.353278535676,1.6308485954128,0.368749771808678,18.6944642173876,1.53427270259582e-05,0.000224474154871937,3.09695108277414,3.64883365485061
"WBGene00001777",7.13568909563119,11.0463826518341,9.85222811510207,27.8139325645852,62.3370647864832,79.6691743482286,33.8284432624786,86.8247423651172,39.8134571486825,2.21444636778498,0.555006746194506,15.1600711452548,9.87700659019481e-05,0.00109902506616318,4.64103432529864,2.95899240223328
"WBGene00001795",216.449235900813,193.311696407097,261.084045050205,148.630702142002,728.210256823917,436.083901695567,685.965655044705,196.26009472115,358.249448473182,1.32083475605013,0.3746211405762,12.0475784702214,0.000518597030928921,0.00447398001893769,2.49810610589841,2.34930595982019
"WBGene00001852",46.3819791216027,51.9179984636203,55.1724774445716,46.0668258100942,858.551392286564,843.864280925316,682.206939126652,671.082904530385,406.905599713601,3.93659439731872,0.180693082052884,457.00991619302,2.15074889550986e-101,1.13595387497846e-97,15.3120378635443,96.944639302647
"WBGene00001853",1292.74900782518,1027.31358662057,1392.11983266392,1353.3216563456,3759.11390682126,1499.03841207851,3890.27097518504,1823.31958966746,2004.65587090094,1.11498067198942,0.288177889103533,14.6195089554815,0.000131545691206989,0.00140359695432643,2.16592107367488,2.85275758283385
"WBGene00001945",253.316962894907,256.276077522551,245.320480066042,232.072499835758,728.210256823917,360.607841786719,750.803504631123,272.231744290628,387.354920981456,1.09776479813736,0.320663462877813,11.4708663969107,0.000706957147552609,0.00580825424109038,2.14022844801877,2.2359543817904
"WBGene00001963",16.6499412231394,18.778850508118,23.645347476245,28.6831179572285,59.5035618416431,68.1381096399324,46.9839489756648,61.5008591752914,40.4854670996578,1.4146463820071,0.352032499177952,16.0807783511663,6.06970011868972e-05,0.000725844516080291,2.66594382642827,3.13915640001647
"WBGene00001981",40.4355715419101,24.302041834035,55.1724774445716,45.1976404174509,116.173620738446,59.7518807611714,123.097946316242,89.5380155640271,69.2086493272317,1.23191289934955,0.3756429732952,10.5773761646376,0.00114480026766406,0.00857247648446926,2.34878213378337,2.06689369754335
"WBGene00002012",40.4355715419101,57.4411897895374,51.2315861985308,58.2354213071002,187.01119435945,534.622091021008,172.900932230446,288.511383484087,173.798671241509,2.50957136579038,0.39023529141732,37.8495981662352,7.64141211644401e-10,3.13674028458693e-08,5.69450865495929,7.50352143847157
"WBGene00002013",21.4070672868936,11.0463826518341,1.97044562302041,17.3837078528657,158.676164911048,149.903841207851,155.047031619694,83.2070447665707,74.8302107399722,3.40593788762094,0.53428388435533,36.0711361149669,1.90244025742871e-09,7.02661209299717e-08,10.5995997817521,7.15325402120604
"WBGene00002041",316.348883239649,239.7065035448,306.404294379674,309.42999978101,883.108417808512,947.643863299982,640.861064028067,555.316581376896,524.852450932324,1.36820970281123,0.205996843687406,42.8133306335599,6.02203874136782e-11,3.12849848711387e-09,2.58150018736733,8.50466405070348
"WBGene00002090",7.13568909563119,22.0927653036682,13.7931193611429,13.0377808896493,42.5025441726022,34.5931941248887,141.891525906508,30.7504295876457,38.224631055217,2.15460190788002,0.647981071275382,10.4230135653312,0.00124454647185617,0.00917628610821826,4.45245770810483,2.03733305399047
"WBGene00002124",347.270202654051,266.217821909202,617.7347028169,504.99671312575,1301.52235266324,457.049473892469,1536.37513150424,889.953609242452,740.140000976038,1.2687062298924,0.363917562907816,11.7979850998648,0.000592948601224562,0.00501616155173689,2.40945395275176,2.29962848495684
"WBGene00002138",258.074088958661,161.277186716778,219.704686966776,199.912640307956,659.261685166141,528.332419361937,443.528478330275,417.844072632127,360.991907305081,1.28895188241072,0.213432683247719,35.5662689900327,2.46519518067246e-09,8.9038674570378e-08,2.44350470482292,7.05042131353246
"WBGene00002163",130.820966753238,132.556591822009,147.783421726531,128.639438111206,306.962819024349,463.33914555154,327.94796385014,312.930842274277,243.872648639161,1.38510822303072,0.194844616235747,49.4573356550701,2.0273304894102e-12,1.30052840504877e-10,2.61191549833458,9.88588015786932
"WBGene00002174",237.856303187706,188.893143346363,195.074116679021,171.229522350728,1024.78356505052,590.180857342799,760.200294426256,490.198024603058,457.301978373306,1.8548318431658,0.245369662166546,54.1071963689206,1.89844695754882e-13,1.39263389085005e-11,3.61709588625261,10.8561630401312
"WBGene00002188",7.13568909563119,9.9417443866507,13.7931193611429,4.34592696321644,107.673111903926,296.662846586167,65.7775285659307,209.8264607157,89.3945534472956,4.2750003393038,0.573646220227551,47.3838169145475,5.83625282051473e-12,3.55674715157907e-10,19.3599099807164,9.44894700762195
"WBGene00002232",319.916727787465,314.821905577272,381.28122805445,319.86022449273,1038.95107977472,843.864280925316,847.590439520992,761.525344494049,603.476403828374,1.38563857855603,0.140293342978812,95.1648699980817,1.75171429508667e-22,3.60466402670757e-20,2.61287585268941,19.4431352075456
"WBGene00002263",4858.2149926089,4801.86253875229,5106.4098320574,5257.70244009924,18298.7620177777,16485.2294184242,19063.2674573862,13636.9110977212,10938.5449743534,1.75269482537121,0.110621153134792,237.387650137616,1.45991355713579e-53,2.57025892364628e-50,3.36987440993441,49.5900231243548
"WBGene00003092",3.56784454781559,2.20927653036682,8.86700530359187,0.869185392643287,40.6135422093754,53.4622091021008,211.427770390491,62.405283574928,47.9277646314141,4.57195046907552,0.792987376536877,28.426631911486,9.73173344568293e-08,2.48708574914268e-06,23.7845111617933,5.60430924097152
"WBGene00003093",542.31237126797,268.427098439569,241.379588820001,363.319494124894,1121.12266517508,665.656917251647,991.361323386526,573.405069369628,595.873065979415,1.24451174906524,0.300957530005683,16.6235041522537,4.55826219706028e-05,0.000573674857128039,2.36938353628076,3.2413341838457
"WBGene00003388",92.7639582432055,76.2200402976554,110.344954889143,91.2644662275452,169.065675708795,199.172935870571,243.376855693943,245.099012301529,153.413487404049,1.20804026824882,0.221591476692946,29.3234986297428,6.12484368279677e-08,1.63538822528834e-06,2.31023605110732,5.78637913347074
"WBGene00003409",212.881391352997,143.602974473843,183.251442940899,111.255730258341,512.864033016066,580.746349854193,293.179841608148,259.569802695715,287.168945775025,1.33990586790104,0.322779447107888,16.7060405360592,4.36418195570985e-05,0.000552761495509372,2.53134801867802,3.25746221684626
"WBGene00003473",0,0,10.8374509266123,23.4680056013688,3278.36290718005,1353.32768531004,716.975061368644,513.71305899361,737.085521172541,7.40613905433194,1.43396394477205,15.587397382257,7.87779101111761e-05,0.000907807989608426,169.617245972222,3.04200599935525
"WBGene00003474",444.791286961011,238.601865279617,282.758946903429,425.900842395211,780.157810812653,801.933136531511,602.334225868022,711.782002514034,536.032514658186,1.05666043379315,0.223514326361047,21.9298243323539,2.82804444459906e-06,4.96238806474774e-05,2.08011088105719,4.30430927638211
"WBGene00003518",73.735453988189,75.115402032472,62.0690371251431,58.2354213071002,314.518826877256,114.262368473117,231.161028960271,84.1114691662073,126.651125991219,1.46867064422453,0.424237152565258,11.5769186103463,0.000667755023325841,0.00554537649087943,2.76766752354639,2.25606896306562
"WBGene00003546",10.7035336434468,14.3602974473843,7.88178249208166,13.0377808896493,35.8910373013085,68.1381096399324,32.8887642829653,81.3981959672974,33.0374377080082,2.24691087257945,0.505491282936443,19.0681149939132,1.26134740868575e-05,0.00018980104169635,4.74665394078594,3.72170140833794
"WBGene00003561",174.824382842964,181.160675490079,233.497806327919,172.098707743371,560.089082096736,335.449155150436,682.206939126652,405.182131037214,343.063609976921,1.38057367269034,0.251102527349054,29.3342292791257,6.09102107260062e-08,1.6330326378233e-06,2.60371884680596,5.7870051353583
"WBGene00003583",217.638517416751,210.985908650032,207.882013228654,238.156797584261,404.246420130527,517.849633263486,495.210822203507,442.263531422316,341.779205487442,1.08627798864762,0.140213115703032,59.4244955916592,1.27077397956032e-14,1.08821684018435e-12,2.12325550231915,11.9632845576595
"WBGene00003617",58.274794280988,37.557701016236,53.2020318215512,48.6743819880241,238.014247366572,211.752279188713,200.151622636332,149.230025940045,124.607135529808,2.01545702715205,0.254777962392191,60.6605982139587,6.7813989268608e-15,5.93653403293422e-13,4.04308638063475,12.2264670381326
"WBGene00003648",30.9213194144018,70.6968489717383,30.5419071568164,24.337190994012,116.173620738446,135.22794067002,95.8472559103561,78.6849227683875,72.8038758280222,1.44901429611552,0.410895683691905,12.0794441833075,0.000509807937353886,0.0044093377551159,2.73021449018395,2.35562663295755
"WBGene00003649",22.5963488028321,28.7205948947687,16.7487877956735,14.7761516749359,70.8375736210036,49.2690946627203,60.1394546888509,42.507946782922,38.1994941154634,1.43771803983725,0.393706586255974,13.1420600918959,0.000288740211765182,0.00273302787062085,2.7089204721073,2.56335593947634
"WBGene00003669",88.0068321794513,81.7432316235724,54.1872546330614,90.3952808349019,138.841644297167,289.324896317251,127.796341213808,157.369845536775,128.458165829499,1.18139438285692,0.339606770804919,11.8507541207782,0.000576379999254847,0.00488951634138903,2.26795872218851,2.31073409806541
"WBGene00003681",49.9498236694183,59.6504663199042,28.571461533796,29.5523033498718,221.013229697531,154.096955647232,139.072488967968,102.19995715894,98.0133357930826,1.88509055229909,0.37060579560267,24.6995145478486,6.70010486786218e-07,1.41739868666591e-05,3.69376107851119,4.84850797398315
"WBGene00003686",48.7605421534798,65.1736576458213,52.216809010041,30.4214887425151,104.839608959085,142.565890938935,97.7266138693827,92.2512887629371,79.2444875102747,1.15835107149782,0.320267029938203,12.8734762384652,0.000333271970436596,0.00308812536348998,2.23202172815312,2.51030507764757
"WBGene00003693",32.1106009303403,41.9762540769696,42.3645808949389,25.2063763866553,143.564149205234,125.793433181414,118.399551418675,111.244201155306,80.0823934061917,1.82118607431821,0.276401366086637,42.6936492201448,6.40198007700689e-11,3.30421414723694e-09,3.53371594422462,8.48093181366719
"WBGene00003699",84.4389876316357,79.5339550932056,49.2611405755104,42.5900842395211,160.565166874275,183.448756722895,123.097946316242,128.428264748403,106.420537775211,1.22600201691766,0.310065541660215,15.3120506466162,9.11332961424532e-05,0.00102849506935696,2.33917859832192,2.98779778598792
"WBGene00003716",28.5427563825248,62.9643811154544,38.4236896488981,19.9912640307956,123.729628591353,140.469333719245,82.69175019717,104.008805958213,75.1027012054568,1.5931565604859,0.402624038465538,15.1395277045458,9.98506158515296e-05,0.00111026877766139,3.01708754831814,2.9545718729926
"WBGene00003724",71.3568909563119,67.3829341761881,58.1281458791022,83.4417976937556,168.121174727182,190.786706991811,158.805747537747,131.141537947312,116.145616988676,1.20738859479363,0.230667149441891,27.1163848834617,1.91567388157004e-07,4.62006889702849e-06,2.30919274015633,5.33535154795552
"WBGene00003740",15.4606597072009,17.6742122429346,21.6749018532246,26.9447471719419,68.0040706761635,87.0071246171444,68.5965655044705,54.2654639781983,44.9534682189098,1.75040677535987,0.356092109665313,23.926176898204,1.0010134485353e-06,2.00519065638962e-05,3.36453417517478,4.69784432774135
"WBGene00003753",88.0068321794513,186.683866815997,161.576541087674,179.052190884517,350.409864178565,301.904239635393,342.982827522353,300.268900679364,238.860657872914,1.07111090957075,0.245118329022395,18.7947350598377,1.45568415265035e-05,0.000214361667274579,2.10105060355808,3.66885287373454
"WBGene00003778",21.4070672868936,15.4649357125678,23.645347476245,13.9069662822926,905.776441367233,606.95331510032,312.913100177927,290.320232283361,273.798425710855,4.83330376354683,0.418599181086722,107.405423889261,3.62812338628673e-25,9.91165776822641e-23,28.5081746648499,22.003853701783
"WBGene00003779",68.9783279244348,68.4875724413715,76.8473792977962,53.8894943438838,187.01119435945,201.269493090262,197.332585697792,138.376933144406,124.024122537424,1.43482126767287,0.233149408316818,37.2447220115726,1.04196616109215e-09,4.14822960364451e-08,2.70348671626366,7.38213721350861
"WBGene00003828",1072.73192737656,519.179984636203,765.518124543431,821.380196047906,2593.59969551035,1448.72103880595,1895.33250167832,1481.44716660481,1324.73882940044,1.22300605816934,0.247122606834283,23.8219340264493,1.05671426931003e-06,2.09295469965217e-05,2.33432600592511,4.67924017151989
"WBGene00003884",61.8426388288036,58.5458280547208,45.3202493294695,27.8139325645852,135.063640370714,114.262368473117,93.0282189718162,92.2512887629371,78.5160206695204,1.17570206838913,0.330950363289856,12.3993647188858,0.000429479936688531,0.00382954957615632,2.25902786809172,2.41685230386255
"WBGene00003892",4.75712606375413,9.9417443866507,9.85222811510207,3.47674157057315,45.3360471174423,20.9655721969023,27.2506904058856,23.5150343905526,18.1368980308578,2.06951126448091,0.606405016236024,11.3994654927768,0.00073465240664437,0.00598179207773898,4.19744454359419,2.22316868676775
"WBGene00003907",114.171025530099,172.323569368612,120.197183004245,106.909803295124,216.290724789464,348.028498468578,282.843372833502,283.084837086268,205.481126796987,1.13926401466494,0.235695677206261,22.9499974970999,1.66270424562235e-06,3.11413106050664e-05,2.20268625314734,4.50666311377911
"WBGene00003943",128.442403721361,112.673103048708,115.271068946694,115.601657221557,794.325325536854,663.560360031957,532.797981384038,248.716709900075,338.923576223906,2.24645336441534,0.3210671470975,45.2429445503335,1.74046426020539e-11,9.67637059752786e-10,4.74514891819262,9.01428750684807
"WBGene00003968",15.4606597072009,36.4530627510526,61.0838143136328,39.1133426689479,185.122192396223,106.924418204202,221.764239165138,110.33977675567,97.0326882452583,2.03095843447795,0.440635665765116,20.0882200021128,7.3950764848311e-06,0.000117057928973176,4.08676258534439,3.93159916383262
"WBGene00003978",171.256538295149,119.300932639808,123.152851438776,111.255730258341,475.083993751531,225.379901116699,411.579393026823,150.134450339682,223.392973858351,1.26714604835993,0.367194513514334,11.5834474047214,0.00066541467346268,0.00553173950735371,2.40684969230293,2.25713827924648
"WBGene00003999",84.4389876316357,81.7432316235724,97.5370583395105,53.8894943438838,111.451115830379,812.415922629963,79.8727132586301,600.537801358728,240.235790627038,2.33702491485383,0.62610601640964,12.6935858040227,0.000366911987358311,0.0033412186435014,5.05259630325348,2.47609510396102
"WBGene00004000",85.6282691475743,64.0690193806379,49.2611405755104,23.4680056013688,96.339100124565,230.621294165925,109.002761623542,225.201675509523,110.448908266081,1.57740869220187,0.462128042044329,11.1817098271161,0.000826076113950653,0.00659072307429411,2.98433334708087,2.18106693594481
"WBGene00004024",80.8711430838201,57.4411897895374,53.2020318215512,82.5726123011123,197.400705157197,160.386627306302,214.246807329031,107.62650355676,119.218452543164,1.30955855664443,0.304909864115579,18.0513144723839,2.15030130731987e-05,0.00030045435815241,2.4786568514763,3.52222149207406
"WBGene00004025",528.040993076708,452.901688725199,600.000692209716,377.226460407187,625.259649828059,1749.57699983149,1109.7608748052,1946.32130801804,923.636083362701,1.47191333129013,0.314428293312393,21.0589933758948,4.45357606893808e-06,7.50711838428978e-05,2.77389529379463,4.12452673542729
"WBGene00004037",103.467491886652,88.3710612146729,92.6109442819595,111.255730258341,368.355382829219,250.538587752982,255.592682427616,170.031787131688,180.027958472891,1.39920672113917,0.268087828083984,26.5365618905364,2.58597269622504e-07,6.03633973056314e-06,2.63756513380333,5.2192263257293
"WBGene00004104",9.51425212750825,12.1510209170175,8.86700530359187,1.73837078528657,156.787162947821,5.24139304922557,203.910338554385,22.6106099909159,52.602519209469,3.59911068946854,0.964995078323204,11.7111325130106,0.000621272974955811,0.0052085027979761,12.1182602538763,2.28328709820206
"WBGene00004120",14.2713781912624,4.41855306073364,4.92611405755104,5.21511235585972,126.563131536193,15.7241791476767,97.7266138693827,30.7504295876457,37.4494389757881,3.24684588450991,0.763633060964648,16.0699594893238,6.10447693005365e-05,0.000729452767395928,9.49288025283554,3.13700282374779
"WBGene00004131",847.957720864173,925.686866223699,964.533132468493,739.676769139437,1336.46888898294,3467.70564136763,1072.17371562467,2006.01331839406,1420.02700663314,1.1803608313806,0.310360512709178,14.0867574668603,0.000174568500395936,0.00179147531656322,2.26633453095175,2.74678917128477
"WBGene00004157",248.559836831153,203.253440793748,152.709535784082,255.540505437126,795.269826518468,335.449155150436,625.826200355855,263.187500294262,359.974500145641,1.23179461878415,0.352566144372943,11.8813527433408,0.000566987458923221,0.00482228464124446,2.34858957479982,2.31674715843941
"WBGene00004169",152.228034040132,124.824123965725,130.049411119347,121.68595497006,456.193974119263,271.504159949884,288.481446710582,233.341495106253,222.288574997656,1.24213780467544,0.249765305448127,24.1883725502544,8.73581030274969e-07,1.77232924772175e-05,2.36548793855592,4.75145559554933
"WBGene00004368",40.4355715419101,53.0226367288037,57.142923067592,42.5900842395211,195.51170319397,84.9105673974542,148.469278763101,69.6406787720211,86.4654304630466,1.36765003453966,0.39395192182226,11.7483232059727,0.000608980770168656,0.00512715212716385,2.58049893380789,2.29012379646488
"WBGene00004789",189.095761034226,130.347315291643,125.123297061796,177.313820099231,511.919532034453,287.228339097561,403.122282211204,189.024699524057,251.646880794271,1.1619098060085,0.320964970702068,12.8111157054894,0.000344566029674849,0.00317606093088887,2.23753431217539,2.498111174477
"WBGene00004796",95.1425212750825,36.4530627510526,54.1872546330614,72.1423875893928,246.514756201093,171.917692014599,207.669054472438,117.575171952763,125.200237611185,1.52889793731443,0.361543585159339,17.2824954727936,3.22140795079812e-05,0.000423595095272998,2.88565322251517,3.3730490771486
"WBGene00004811",1.18928151593853,0,1.97044562302041,2.60755617792986,155.842661966208,128.938269010949,149.408957742614,82.3026203669341,65.2824740504492,6.40929543870207,0.696264408833415,126.450083179961,2.45089497376345e-29,9.03126299053066e-27,84.9943737150625,26.0442515108756
"WBGene00004825",86.8175506635128,138.079783147926,131.034633930858,123.424325755347,384.411899516646,284.083503268026,372.112875887265,160.987543135322,210.119014413113,1.32430672060763,0.308284712859084,17.9589978508577,2.25714889746057e-05,0.000313448941983022,2.50412524406728,3.50383319174211
